teleport name is AB, map is 529, coordinates are 1054.94 1055.23 -48.2358, orientation is 0.313367.
teleport name is TheNoxiousLair, map is 1, coordinates are -7833.72 -2713.72 10.0944, orientation is 1.12939.
teleport name is TheOracleGlade, map is 1, coordinates are 10658.2 1930.28 1332.89, orientation is 0.27247.
teleport name is TheOverlook, map is 530, coordinates are -157.561 3437.57 60.4541, orientation is 2.3525.
teleport name is TheOverlookCliffs, map is 0, coordinates are -0.750207 -4657.33 11.0567, orientation is 6.12818.
teleport name is ThePark, map is 0, coordinates are -8778.04 1066.56 90.781, orientation is 1.2262.
teleport name is ThePathOfConquest, map is 530, coordinates are -4311.8 1381.19 144.269, orientation is 3.19908.
teleport name is ThePathOfGlory, map is 530, coordinates are -199.545 1657.92 43.6863, orientation is 4.76602.
teleport name is ThePillarOfAsh, map is 0, coordinates are -8075.47 -1686.41 131.836, orientation is 1.28519.
teleport name is ThePoolsOfVision, map is 1, coordinates are -1026.6 221.11 108.998, orientation is 1.07758.
teleport name is TheProvingGrounds, map is 530, coordinates are 3073.95 3398.27 105.141, orientation is 0.249392.
teleport name is TheQuagmire, map is 1, coordinates are -3743.96 -2933.6 35.9061, orientation is 4.8082.
teleport name is Theramore, map is 1, coordinates are -3641.3 -4358.93 8.35467, orientation is 3.81559.
teleport name is TheramoreIsle, map is 1, coordinates are -3711.95 -4404.3 21.3729, orientation is 4.03694.
teleport name is TheRingOfBlood, map is 530, coordinates are -717.31 7930.72 58.5098, orientation is 4.77929.
teleport name is TheRingOfTrials, map is 530, coordinates are -1999.94 6581.71 11.32, orientation is 2.36528.
teleport name is TheRingOfValor, map is 1, coordinates are 2136.95 -4739.25 50.4957, orientation is 0.299454.
teleport name is TheRollingPlains, map is 1, coordinates are -2590.98 -1056.52 -3.74557, orientation is 5.09009.
teleport name is TheRottingOrchard, map is 0, coordinates are -11028.6 -883.618 61.4453, orientation is 4.14486.
teleport name is TheRoyalExhange, map is 530, coordinates are 9619.83 -7449.09 13.5847, orientation is 6.04494.
teleport name is TheRuinedReaches, map is 1, coordinates are 2374.69 -5904.33 11.4691, orientation is 2.12828.
teleport name is TheRuinsOfAhnQiraj, map is 1, coordinates are -8409.82 1499.06 27.7179, orientation is 2.51868.
teleport name is TheRuinsOfKelTheril, map is 1, coordinates are 6440.9 -4289.75 666.743, orientation is 0.780563.
teleport name is TheRuinsOfOrdilAran, map is 1, coordinates are 3508.82 -109.892 0.824844, orientation is 3.53256.
teleport name is TheRuinsOfStardust, map is 1, coordinates are 2104.12 -226.389 97.064, orientation is 5.19053.
teleport name is TheRustmaulDigSite, map is 1, coordinates are -6453.01 -3497.6 -58.8657, orientation is 3.69926.
teleport name is TheSanctum, map is 530, coordinates are 9788.65 -7293.19 13.3877, orientation is 3.41072.
teleport name is TheSavageCoast, map is 0, coordinates are -12619.3 -40.9729 28.0657, orientation is 1.30488.
teleport name is TheScarabDais, map is 1, coordinates are -8066.33 1634.51 24.3409, orientation is 1.55029.
teleport name is TheScarabWall, map is 1, coordinates are -8098.67 1525.15 2.77194, orientation is 3.01977.
teleport name is TheScaradWalp, map is 1, coordinates are -8097.76 1502.46 2.60945, orientation is 4.17432.
teleport name is TheScarletBasilica, map is 0, coordinates are 1616.01 -5519.79 109.33, orientation is 4.16042.
teleport name is TheScorchedGrove, map is 530, coordinates are 8158.19 -6340.32 66.7171, orientation is 0.029571.
teleport name is TheScrapField, map is 530, coordinates are 3223.19 2677.41 144.211, orientation is 0.984536.
teleport name is TheScreechingCanyon, map is 1, coordinates are -5394.77 -1662.67 -54.1244, orientation is 3.08822.
teleport name is TheSeaOfCinders, map is 0, coordinates are -7048.17 -1493.56 241.598, orientation is 0.319151.
teleport name is TheSepulcher, map is 0, coordinates are 504.534 1539.08 129.502, orientation is 1.35812.
teleport name is TheShadowStair, map is 530, coordinates are -3106.88 4946.71 -22.5348, orientation is 3.21013.
teleport name is TheShadyNook, map is 1, coordinates are 2312.29 -1893.78 68.3491, orientation is 5.94215.
teleport name is TheShatteredHalls, map is 530, coordinates are -305.79 3061.63 -2.53847, orientation is 1.88888.
teleport name is TheShatteredStrand, map is 1, coordinates are 3858.59 -5663.59 13.7294, orientation is 4.55518.
teleport name is TheShiftingMire, map is 0, coordinates are -10197.5 -3222.68 20.3199, orientation is 2.60154.
teleport name is TheShimmeringFlats, map is 1, coordinates are -5588.82 -3752.19 -58.7494, orientation is 4.1972.
teleport name is TheShiningStrand, map is 0, coordinates are 1338.49 712.097 33.2729, orientation is 3.49676.
teleport name is TheShrineOfAessina, map is 1, coordinates are 2622.09 448.504 73.5894, orientation is 5.07272.
teleport name is TheSkitteringDark, map is 0, coordinates are 1247.04 1944.64 12.595, orientation is 0.200456.
teleport name is TheSlagPit, map is 0, coordinates are -6767.57 -1421.64 210.383, orientation is 0.609748.
teleport name is TheSlavePens, map is 530, coordinates are 717.282 6979.87 -73.0281, orientation is 1.50287.
teleport name is TheSlitheringScar, map is 1, coordinates are -7884.39 -1338.18 -279.648, orientation is 2.89812.
teleport name is TheSludgeFen, map is 1, coordinates are 1058.98 -3169.91 103.805, orientation is 1.80111.
teleport name is TheSpawningGlen, map is 530, coordinates are -100.415 8775 18.7677, orientation is 0.508193.
teleport name is TheStadium, map is 530, coordinates are -296.918 3661.74 70.3319, orientation is 1.55139.
teleport name is TheStagnantOasis, map is 1, coordinates are -1332.03 -3009.5 90.8255, orientation is 0.266427.
teleport name is TheStairOfDestiny, map is 530, coordinates are -248 956 84.3628, orientation is 1.58766.
teleport name is TheSteamvault, map is 530, coordinates are 794.537 6927.81 -80.4757, orientation is 0.159089.
teleport name is TheStockpile, map is 0, coordinates are -11511 -703.088 35.6861, orientation is 5.22091.
teleport name is THeStonefieldFarm, map is 0, coordinates are -9917.83 384.428 35.0559, orientation is 5.35278.
teleport name is TheStormspire, map is 530, coordinates are 4150.19 3015.92 339.188, orientation is 4.0499.
teleport name is TheSunkenTemple, map is 0, coordinates are -10177.9 -3994.9 -111.239, orientation is 6.01885.
teleport name is TheSunspire, map is 530, coordinates are 10353.4 -6395.35 38.5292, orientation is 1.45664.
teleport name is TheSwarmingPillar, map is 1, coordinates are -7136.04 586.608 9.01752, orientation is 1.21736.
teleport name is TheTaintedScar, map is 0, coordinates are -11892.7 -2647.08 -4.68415, orientation is 3.69096.
teleport name is TheTalondeepPath, map is 1, coordinates are 1945.42 -742.68 112.78, orientation is 2.76364.
teleport name is TheTalonDen, map is 1, coordinates are 2417.77 1790.01 393.666, orientation is 2.00589.
teleport name is TheTempleGardens, map is 1, coordinates are 9826.5 2533.55 1321.09, orientation is 3.1706.
teleport name is TheTempleOfAhnQiraj, map is 1, coordinates are -8240.09 1991.32 129.072, orientation is 0.941603.
teleport name is TheTempleOfAtalHakkar, map is 0, coordinates are -10449.5 -3827.47 18.0675, orientation is 6.04945.
teleport name is TheTempleOfTears, map is 0, coordinates are -10447.1 -3824.83 18.0678, orientation is 6.07301.
teleport name is TheTundridHills, map is 0, coordinates are -5812.99 -1180.16 378.179, orientation is 5.84509.
teleport name is TheTwilightRidge, map is 530, coordinates are -1376.82 9616.71 201.301, orientation is 2.64604.
teleport name is TheTwinColossals, map is 1, coordinates are -3183.13 2402.97 254.1, orientation is 4.02663.
teleport name is TheUnderbog, map is 530, coordinates are 763.307 6767.81 -67.7695, orientation is 5.99726.
teleport name is TheUndercroft, map is 0, coordinates are 1655.1 -3258.48 84.1786, orientation is 3.27451.
teleport name is TheUplands, map is 0, coordinates are 1093.26 -684.829 82.0192, orientation is 5.18414.
teleport name is TheVaultOfLights, map is 530, coordinates are -4073.9 -11426.1 -141.433, orientation is 2.05381.
teleport name is TheVectorCoil, map is 530, coordinates are -1897.51 -10710.7 110.708, orientation is 1.17888.
teleport name is TheVeiledSea, map is 530, coordinates are -4263.27 -11338 5.59938, orientation is 1.67446.
teleport name is TheVentureCoMine, map is 1, coordinates are -1896.77 -1104.8 88.4923, orientation is 5.78989.
teleport name is TheVice, map is 0, coordinates are -10879.6 -2206.99 122.514, orientation is 3.74515.
teleport name is TheVileReef, map is 0, coordinates are -12163.2 551.904 12.1557, orientation is 4.11665.
teleport name is TheVioletTower, map is 530, coordinates are 2242.67 2240.95 101.525, orientation is 4.06407.
teleport name is TheVortexFields, map is 530, coordinates are 3142.74 1895.54 144.578, orientation is 1.53825.
teleport name is TheWailingCaverns, map is 1, coordinates are -805.049 -2032.03 95.8796, orientation is 6.18912.
teleport name is TheWarpFields, map is 530, coordinates are -1408.9 3321.58 34.6189, orientation is 4.03089.
teleport name is TheWarpPiston, map is 530, coordinates are -1230.03 -11808.4 6.76926, orientation is 6.23447.
teleport name is TheWeatheredNook, map is 1, coordinates are -5209.65 -2795.71 -7.20066, orientation is 5.88581.
teleport name is TheWeepingCave, map is 0, coordinates are 2244.95 -2401.97 60.6771, orientation is 1.16648.
teleport name is TheWrithingDeep, map is 1, coordinates are -5154.02 214.92 52.8355, orientation is 3.86268.
teleport name is TheWrithingHaunt, map is 0, coordinates are 1453.28 -1864.44 58.7015, orientation is 5.81604.
teleport name is TheYorgenFarmstead, map is 0, coordinates are -11049.3 -488.388 30.2968, orientation is 3.20631.
teleport name is TheZoramStrand, map is 1, coordinates are 3579.08 904.851 3.41642, orientation is 1.04992.
teleport name is ThistleshrubValley, map is 1, coordinates are -8970.3 -2192.9 8.89688, orientation is 5.57003.
teleport name is ThondrorilRiver, map is 0, coordinates are 1925.08 -2621.31 62.2875, orientation is 4.65288.
teleport name is ThoradinsWall, map is 0, coordinates are -820.219 -1562.88 54.1671, orientation is 4.06022.
teleport name is ThoriumPoint, map is 0, coordinates are -6506.47 -1149.95 307.708, orientation is 4.18256.
teleport name is ThornfangHill, map is 530, coordinates are -247.65 5170.55 83.1052, orientation is 4.97103.
teleport name is ThornHill, map is 1, coordinates are -449.553 -3476.24 94.5329, orientation is 0.871187.
teleport name is ThousandNeedles, map is 1, coordinates are -4969.02 -1726.89 -62.1269, orientation is 3.7933.
teleport name is Thrallmar, map is 530, coordinates are 156.251 2673.45 85.1587, orientation is 0.382074.
teleport name is ThrallmarMine, map is 530, coordinates are 385.93 2881.01 53.2777, orientation is 5.09746.
teleport name is ThroneOfKiljaeden, map is 530, coordinates are 809.937 2332.9 281.37, orientation is 5.77383.
teleport name is ThroneOfTheElements, map is 530, coordinates are -781.295 6943.52 33.3343, orientation is 2.62259.
teleport name is ThunderAxeFortress, map is 1, coordinates are -309.085 1666.33 116.017, orientation is 2.09605.
teleport name is ThunderBluff, map is 1, coordinates are -1277.37 124.804 131.287, orientation is 5.22274.
teleport name is ThunderFalls, map is 0, coordinates are -9305.71 671.617 133.138, orientation is 0.165219.
teleport name is ThunderhornWaterWell, map is 1, coordinates are -1813.19 -251.665 -9.42466, orientation is 2.30507.
teleport name is ThunderlordStronghold, map is 530, coordinates are 2314.75 6041.96 142.417, orientation is 6.24317.
teleport name is ThunderRidge, map is 1, coordinates are 808.307 -4084.94 -12.8768, orientation is 1.03222.
teleport name is ThuronsLivery, map is 530, coordinates are 9259.11 -7482.08 35.529, orientation is 5.02965.
teleport name is TidefuryCove, map is 1, coordinates are -4437.22 -4134.71 2.21481, orientation is 0.98565.
teleport name is TimbermawHold, map is 1, coordinates are 6808.73 -2091.08 624.962, orientation is 5.93802.
teleport name is TimbermawPost, map is 1, coordinates are 6474.08 -3142.89 570.406, orientation is 2.14401.
teleport name is TinkerTown, map is 0, coordinates are -4831.62 -1279.2 501.869, orientation is 1.44385.
teleport name is TiragardeKeep, map is 1, coordinates are -202.191 -5025.83 21.631, orientation is 5.30633.
teleport name is TirisfalGlades, map is 0, coordinates are 2036.02 161.331 33.8674, orientation is 0.143896.
teleport name is TirisfalGladesZeppelin, map is 0, coordinates are 2063.35 273.607 94.1076, orientation is 5.30632.
teleport name is TkashiRuins, map is 0, coordinates are -11834.4 64.8268 14.1722, orientation is 2.65266.
teleport name is TombOfLights, map is 530, coordinates are -2998.41 4545.29 -21.8414, orientation is 0.066171.
teleport name is TorKrenFarm, map is 1, coordinates are 726.529 -4244.99 17.3731, orientation is 0.66858.
teleport name is TorWatha, map is 530, coordinates are 8561.26 -7920.25 154.912, orientation is 3.21279.
teleport name is ToshleysStation, map is 530, coordinates are 1910.63 5556.25 263.017, orientation is 6.25981.
teleport name is TowerOfAlthalaxx, map is 1, coordinates are 7165.92 -772.39 54.9534, orientation is 0.847262.
teleport name is TowerOfEldara, map is 1, coordinates are 4231.66 -7812.84 6.72805, orientation is 3.74308.
teleport name is TowerOfIlgalar, map is 0, coordinates are -9284.76 -3346.89 109.759, orientation is 1.52871.
teleport name is TowerOfLlgalar, map is 0, coordinates are -9281.56 -3341.22 111.243, orientation is 1.50594.
teleport name is TownSquare, map is 530, coordinates are 2265.88 2270.97 97.4046, orientation is 4.06565.
teleport name is TradeDistrict, map is 0, coordinates are -8835.7 620.485 93.2388, orientation is 0.772328.
teleport name is TradeQuarter, map is 0, coordinates are 1563.81 238.463 -43.4301, orientation is 0.104772.
teleport name is TradersTier, map is 530, coordinates are -4109.67 -11683.9 -142.705, orientation is 3.22799.
teleport name is TraitorsCove, map is 530, coordinates are -5073.41 -11252.9 0.820152, orientation is 4.43198.
teleport name is TranquilGardensCemetery, map is 0, coordinates are -10965.2 -1271.56 52.4084, orientation is 4.05062.
teleport name is Tranquillien, map is 530, coordinates are 7564.25 -6872.23 96.0413, orientation is 4.3579.
teleport name is TranquilShore, map is 530, coordinates are 9010.64 -5825.39 0.507373, orientation is 3.72724.
teleport name is TrelleumMine, map is 530, coordinates are 3799.23 4014.57 121.147, orientation is 6.17891.
teleport name is TrogmasClaim, map is 530, coordinates are 1718.35 4964.6 171.722, orientation is 1.68743.
teleport name is TulumansLanding, map is 530, coordinates are 4053 3551.25 120.964, orientation is 2.73676.
teleport name is Tuurem, map is 530, coordinates are -2162.03 4218.48 6.33299, orientation is 5.20557.
teleport name is TwilightBaseCamp, map is 1, coordinates are -6989.36 1156.02 10.2789, orientation is 1.12618.
teleport name is TwilightGrove, map is 0, coordinates are -10384.3 -421.588 63.6179, orientation is 3.23856.
teleport name is TwilightOutpost, map is 1, coordinates are -7895.48 1862.03 3.00047, orientation is 0.438955.
teleport name is TwilightPost, map is 1, coordinates are -6685.63 1563.55 7.60951, orientation is 4.43192.
teleport name is TwilightShore, map is 1, coordinates are 5712.85 571.447 1.39422, orientation is 3.39362.
teleport name is TwilightsRun, map is 1, coordinates are -6307.77 138.391 15.5158, orientation is 5.19777.
teleport name is TwilightVale, map is 1, coordinates are 4768.02 220.04 49.0354, orientation is 6.12288.
teleport name is TwinSpireRuins, map is 530, coordinates are 223.846 7085.71 35.2267, orientation is 6.21829.
teleport name is TyrsHand, map is 0, coordinates are 1684.77 -5320.44 73.6126, orientation is 4.52641.
teleport name is TyrsHandAbbey, map is 0, coordinates are 1736.53 -5388.97 82.5741, orientation is 5.26784.
teleport name is UBRS, map is 229, coordinates are 138.726 -318.182 70.9562, orientation is 0.116645.
teleport name is Ulda, map is 70, coordinates are -226.8 49.09 -46.03, orientation is 1.39.
teleport name is Uldaman, map is 0, coordinates are -6071.37 -2955.16 209.782, orientation is 0.015708.
teleport name is Uldum, map is 1, coordinates are -9636.42 -2788.76 7.83902, orientation is 3.1455.
teleport name is UmbrafenLake, map is 530, coordinates are -427.677 5856.72 20.6041, orientation is 5.04097.
teleport name is UmbrafenVillage, map is 530, coordinates are -804.516 5258.08 19.2276, orientation is 5.67557.
teleport name is underbog, map is 546, coordinates are 9.71391 -16.2008 -2.75334, orientation is 5.62187.
teleport name is Undercity, map is 0, coordinates are 1584.14 240.308 -52.1534, orientation is 0.041793.
teleport name is UnderlightMines, map is 530, coordinates are 7185.68 -6205.57 18.986, orientation is 3.43112.
teleport name is UnGoroCrater, map is 1, coordinates are -7943.22 -2119.09 -218.343, orientation is 6.0727.
teleport name is UpperVeilShilAk, map is 530, coordinates are -3910 3021.99 356.692, orientation is 4.7927.
teleport name is Ursolan, map is 1, coordinates are 4163.63 -5910.48 100.681, orientation is 3.04329.
teleport name is UthersTomb, map is 0, coordinates are 1025.53 -1807.11 76.9136, orientation is 3.4245.
teleport name is ValgansField, map is 0, coordinates are 928.515 1242.67 46.8493, orientation is 5.52386.
teleport name is ValleyOfBones, map is 530, coordinates are -934.43 2474.4 3.88924, orientation is 5.62132.
teleport name is ValleyOfFangs, map is 0, coordinates are -6773.84 -3155.91 240.745, orientation is 0.59012.
teleport name is ValleyOfHonor, map is 1, coordinates are 1936.47 -4673.71 26.3522, orientation is 5.2789.
teleport name is ValleyOfKings, map is 0, coordinates are -5805.89 -2610.93 316.609, orientation is 2.43858.
teleport name is ValleyOfSpears, map is 1, coordinates are -1346.42 2828.24 113.273, orientation is 2.37881.
teleport name is ValleyOfSpirits, map is 1, coordinates are 1529.69 -4210.23 41.3515, orientation is 3.31305.
teleport name is ValleyOfStrength, map is 1, coordinates are 1548.05 -4417.19 9.50517, orientation is 0.139761.
teleport name is ValleyOfTheWatchers, map is 1, coordinates are -9565.22 -2792.77 7.83946, orientation is 3.06854.
teleport name is ValleyOfTrials, map is 1, coordinates are -601.294 -4296.76 37.8115, orientation is 1.65401.
teleport name is ValleyOfWisdom, map is 1, coordinates are 1931.31 -4284.49 28.3693, orientation is 1.66609.
teleport name is Valormok, map is 1, coordinates are 3608.59 -4414.43 113.047, orientation is 1.62303.
teleport name is ValorsRest, map is 1, coordinates are -6382.67 -291.916 -3.07818, orientation is 4.47432.
teleport name is ValorwindLake, map is 0, coordinates are -106.365 -3151.74 119.322, orientation is 0.604897.
teleport name is VeilAlaRak, map is 530, coordinates are -3683.96 3349.31 284.921, orientation is 5.27572.
teleport name is VeilHarrIk, map is 530, coordinates are -3702.96 3754.15 276.354, orientation is 3.76069.
teleport name is VeilLashh, map is 530, coordinates are 1669.12 6935.57 167.396, orientation is 2.60233.
teleport name is VeilLithic, map is 530, coordinates are -3590.61 5802.91 -4.29788, orientation is 0.673285.
teleport name is VeilRhaze, map is 530, coordinates are -2999.94 5605.95 -3.92787, orientation is 1.66524.
teleport name is VeilRuuan, map is 530, coordinates are 3253.49 5333.48 145.558, orientation is 5.27728.
teleport name is VeilShalas, map is 530, coordinates are -3544.89 4043.25 68.1842, orientation is 3.42925.
teleport name is VeilShienor, map is 530, coordinates are -1902.4 3919.57 -1.69338, orientation is 0.786375.
teleport name is VeilSkith, map is 530, coordinates are -2504.8 5429.98 0.047476, orientation is 4.09213.
teleport name is VeilVekh, map is 530, coordinates are 1729.69 4637.52 147.393, orientation is 4.36564.
teleport name is VekhaarStand, map is 530, coordinates are 1713.82 4920.47 169.989, orientation is 5.92915.
teleport name is VenomwebVale, map is 0, coordinates are 2528 -871.109 53.9863, orientation is 4.87192.
teleport name is VentureCoBaseCamp, map is 0, coordinates are -11988 -582.287 10.0503, orientation is 1.64342.
teleport name is VerdantisRiver, map is 1, coordinates are -4737.16 1077.75 93.5801, orientation is 1.83556.
teleport name is VeridianPoint, map is 530, coordinates are -1067.77 -12505.2 20.8405, orientation is 0.379317.
teleport name is VimGolsCircle, map is 530, coordinates are 3325.01 4608.41 217.521, orientation is 2.62912.
teleport name is VindicatorsRest, map is 530, coordinates are -1742.09 -11075.5 76.3923, orientation is 2.56979.
teleport name is VoidwindPlateau, map is 530, coordinates are 4291.45 2295.64 122.382, orientation is 3.85881.
teleport name is VortexPinnacle, map is 530, coordinates are 2606.02 7247.71 366.1, orientation is 3.50082.
teleport name is VulgolOgreMound, map is 0, coordinates are -11078.1 -81.2907 16.645, orientation is 3.36735.
teleport name is WailingCaverns, map is 1, coordinates are -731.607 -2218.39 17.0281, orientation is 2.78486.
teleport name is WalkOfElders, map is 530, coordinates are 9517.59 -7344.19 14.3582, orientation is 3.75943.
teleport name is WardensCage, map is 530, coordinates are -3750.85 1059.38 70.921, orientation is 3.49973.
teleport name is WarmaulHill, map is 530, coordinates are -735.921 8790.11 184.206, orientation is 3.10641.
teleport name is WarQuarter, map is 0, coordinates are 1724.8 368.623 -60.4843, orientation is 0.709539.
teleport name is WarriorsTerrace, map is 1, coordinates are 9921.22 2346.78 1330.78, orientation is 6.12055.
teleport name is WarsongGulch, map is 489, coordinates are 1235.54 1427.1 309.715, orientation is 0.557629.
teleport name is WarsongGulchAlliance, map is 489, coordinates are 1525.95 1481.66 352.001, orientation is 3.20756.
teleport name is WarsongGulchHorde, map is 489, coordinates are 930.851 1431.57 345.537, orientation is 0.015704.
teleport name is WarsongLaborCamp, map is 1, coordinates are 1572.22 -2460.86 97.991, orientation is 5.06328.
teleport name is WarsongLumberCamp, map is 1, coordinates are 2288.94 -3277.64 101.471, orientation is 6.11261.
teleport name is WaterspringField, map is 1, coordinates are -7376.95 -4579.41 9.88491, orientation is 3.184.
teleport name is WavestriderBeach, map is 1, coordinates are -7221.12 -4892.68 0.553891, orientation is 4.28199.
teleport name is WC, map is 43, coordinates are -163.49 132.9 -73.66, orientation is 5.83.
teleport name is WeazelsCrater, map is 1, coordinates are -5790.12 -3912.32 -91.3618, orientation is 2.06955.
teleport name is WebwinderPath, map is 1, coordinates are 817.389 469.891 66.6528, orientation is 1.40814.
teleport name is WellspringLake, map is 1, coordinates are 10410.6 1628.39 1288.2, orientation is 0.009365.
teleport name is WellspringRiver, map is 1, coordinates are 10639.6 1625.53 1285.09, orientation is 1.27385.
teleport name is WestbrookGarrison, map is 0, coordinates are -9663.01 686.769 37.414, orientation is 5.88684.
teleport name is WesternPlaguelands, map is 0, coordinates are 1728.65 -1602.25 63.429, orientation is 1.6558.
teleport name is WesternStrand, map is 0, coordinates are -1073.67 276.526 0.822079, orientation is 3.35856.
teleport name is Westfall, map is 0, coordinates are -10235.2 1222.47 43.6252, orientation is 6.2427.
teleport name is WestfallLighthouse, map is 0, coordinates are -11405 1970.07 8.90656, orientation is 4.10641.
teleport name is WestSanctum, map is 530, coordinates are 9144.45 -6273.75 22.6069, orientation is 5.69229.
teleport name is Wetlands, map is 0, coordinates are -3242.81 -2469.04 15.9226, orientation is 6.03924.
teleport name is WhelgarsExcavationSite, map is 0, coordinates are -3446.82 -1818.75 24.1032, orientation is 3.54812.
teleport name is WhisperingGardens, map is 0, coordinates are 2812.03 -704.537 136.047, orientation is 0.37551.
teleport name is WhisperingShore, map is 0, coordinates are 2508.78 1663.26 3.20579, orientation is 5.76976.
teleport name is WhitereachPost, map is 1, coordinates are -4905.75 -1378.99 -52.6113, orientation is 2.47564.
teleport name is WildbendRiver, map is 1, coordinates are 5110.28 142.992 42.9436, orientation is 3.71084.
teleport name is WildhammerKeep, map is 0, coordinates are 291.808 -2124.52 121.243, orientation is 0.276169.
teleport name is WildhammerStronghold, map is 530, coordinates are -3989.47 2168.39 105.35, orientation is 3.08422.
teleport name is WildmaneWaterWell, map is 1, coordinates are -752.026 -132.783 -28.7924, orientation is 4.70689.
teleport name is WildShore, map is 0, coordinates are -14647.1 316.009 3.49004, orientation is 0.472363.
teleport name is WindbreakCanyon, map is 1, coordinates are -5308.52 -2838.5 -55.5527, orientation is 4.00714.
teleport name is WindfuryRidge, map is 1, coordinates are -556.474 -554.987 16.7506, orientation is 5.90461.
teleport name is WindrunnerSpire, map is 530, coordinates are 7016.75 -5707.58 106.608, orientation is 4.71628.
teleport name is WindrunnerVillage, map is 530, coordinates are 7251.69 -5943.03 17.0084, orientation is 3.32884.
teleport name is WindshearCrag, map is 1, coordinates are 1260.37 393.698 93.3468, orientation is 4.15782.
teleport name is WindshearMine, map is 1, coordinates are 982.879 -358.391 14.8563, orientation is 3.71878.
teleport name is WinterfallVillage, map is 1, coordinates are 6837.43 -5084.04 691.045, orientation is 3.19095.
teleport name is Winterspring, map is 1, coordinates are 6759.18 -4419.63 763.214, orientation is 4.43476.
teleport name is WitchHill, map is 1, coordinates are -2863.26 -4052.18 37.0607, orientation is 3.9647.
teleport name is WitherbarkVillage, map is 0, coordinates are -1675.81 -3461.71 52.4582, orientation is 3.67737.
teleport name is WizardRow, map is 530, coordinates are 2251.27 2403.09 117.366, orientation is 2.99201.
teleport name is WoodpawHills, map is 1, coordinates are -4952.22 471.918 17.6569, orientation is 3.27362.
teleport name is WorldsEndTavern, map is 530, coordinates are -1755.97 5154.3 -37.2047, orientation is 4.85864.
teleport name is WrathscaleLair, map is 530, coordinates are -2236.79 -12274.6 49.2693, orientation is 4.68644.
teleport name is WrathscalePoint, map is 530, coordinates are -4942.25 -11750.1 22.2637, orientation is 3.90184.
teleport name is WrithingMound, map is 530, coordinates are -3425.33 4455.75 -8.58434, orientation is 0.530853.
teleport name is WSG, map is 489, coordinates are 1304.63 1455.89 317.694, orientation is 0.08639.
teleport name is Wyrmbog, map is 1, coordinates are -4864.84 -3375.2 30.4545, orientation is 4.34245.
teleport name is WyrmscarIsland, map is 530, coordinates are -1205.72 -12428.7 94.8675, orientation is 6.23292.
teleport name is WyrmskullBridge, map is 530, coordinates are 3013.53 5909.98 130.699, orientation is 1.26484.
teleport name is WyrmskullTunnel, map is 530, coordinates are 3117.35 6186.83 138.132, orientation is 1.31978.
teleport name is Xavian, map is 1, coordinates are 2937.28 -2828.3 212.398, orientation is 0.433398.
teleport name is YojambaIsle, map is 0, coordinates are -11774.3 1266.94 2.99361, orientation is 3.226.
teleport name is ZA, map is 568, coordinates are 120.7 1776 43.46, orientation is 4.7713.
teleport name is Zabrajin, map is 530, coordinates are 260.28 7860.4 23.3231, orientation is 3.77545.
teleport name is ZalashjisDen, map is 1, coordinates are -7351.38 -4878.43 3.31332, orientation is 1.46633.
teleport name is Zangarmarsh, map is 530, coordinates are -54.8621 5813.44 20.9764, orientation is 0.081722.
teleport name is ZangarRidge, map is 530, coordinates are -575.676 8441.21 63.0364, orientation is 3.12603.
teleport name is ZebNowa, map is 530, coordinates are 7112.27 -7491.7 48.8403, orientation is 4.39733.
teleport name is ZebSora, map is 530, coordinates are 8027.92 -7831.6 174.185, orientation is 5.34437.
teleport name is ZebTela, map is 530, coordinates are 7435.65 -7837.06 151.305, orientation is 4.63123.
teleport name is ZebWatha, map is 530, coordinates are 8442.72 -7611.23 155.586, orientation is 1.86819.
teleport name is ZeppelinCrash, map is 530, coordinates are -1088.38 2998.27 8.18949, orientation is 2.73983.
teleport name is ZethGor, map is 530, coordinates are -1005.37 2030.91 67.873, orientation is 3.12703.
teleport name is ZG, map is 309, coordinates are -11916.9 -1248.36 92.5334, orientation is 4.72417.
teleport name is ZiatajaiRuins, map is 0, coordinates are -12659.8 -458.71 29.312, orientation is 3.65797.
teleport name is ZoramgarOutpost, map is 1, coordinates are 3376.86 1013.05 3.34387, orientation is 3.81699.
teleport name is ZulAman, map is 530, coordinates are 6851.78 -7972.57 179.242, orientation is 4.64691.
teleport name is ZulFarrak, map is 1, coordinates are -6801.19 -2893.02 9.00388, orientation is 0.158639.
teleport name is ZulGurub, map is 0, coordinates are -11916.7 -1215.72 92.289, orientation is 4.72454.
teleport name is Zulmashar, map is 0, coordinates are 3381.52 -4922.54 160.168, orientation is 5.33458.
teleport name is ZunWatha, map is 0, coordinates are -14.5469 -2479.52 120.64, orientation is 2.32214.
teleport name is ZuuldaiaRuins, map is 0, coordinates are -11701.7 963.365 3.89563, orientation is 5.6466.
teleport name is StormwindHarbor, map is 0, coordinates are -8419.34 1212.14 5.17277, orientation is 1.55232.
teleport name is Valgarde, map is 571, coordinates are 564.401 -4944.94 18.5962, orientation is 5.36544.
teleport name is NewAgamand, map is 571, coordinates are 424.405 -4548.76 245.652, orientation is 5.37325.
teleport name is Kamagua, map is 571, coordinates are 774.043 -2940.65 7.36477, orientation is 1.41719.
teleport name is WestguardKeep, map is 571, coordinates are 1391.04 -3284.63 163.929, orientation is 1.59391.
teleport name is VengeanceLanding, map is 571, coordinates are 1942.86 -6167.11 23.724, orientation is 2.64258.
